"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000000007",198.111279564932,-0.0134409734517662,0.0582091737387216,-0.230908164271452,0.817386147950665,0.999936385543553
"ENSRNOG00000000008",3.61738219205633,0.529188973262765,0.381562699079075,1.3868991244165,0.165472524890404,0.999936385543553
"ENSRNOG00000000010",4.54304506620458,-0.0761754098679,0.342925632225091,-0.222133905166645,0.824209644614969,0.999936385543553
"ENSRNOG00000000012",27.7338164800844,-0.123597607916043,0.137278000265369,-0.900345340674539,0.36793649913488,0.999936385543553
"ENSRNOG00000000024",52.3444282222371,0.0326126194730076,0.103258361395345,0.31583514431479,0.752127641130232,0.999936385543553
"ENSRNOG00000000033",369.138383671065,0.0733066076408299,0.0492010582524121,1.48993965261379,0.136240104199072,0.999936385543553
"ENSRNOG00000000034",6.70877445937642,-0.024380309307378,0.262494759765837,-0.0928792229190666,0.925999512094732,0.999936385543553
"ENSRNOG00000000036",3.85372774176976,0.0581266620715892,0.334122626552183,0.173968050806374,0.861890571080458,0.999936385543553
"ENSRNOG00000000040",2.75121624809224,-0.755581631916946,0.55078998585658,-1.37181439626553,0.170121224470613,0.999936385543553
"ENSRNOG00000000041",2.75592887600118,0.164905235787458,0.407755195227106,0.404422157504606,0.685902309233144,0.999936385543553
"ENSRNOG00000000042",2.58995878505674,0.0984460590913693,0.448173625908344,0.219660536453572,0.826135541332761,0.999936385543553
"ENSRNOG00000000043",14.3263121333166,-0.313283718561494,0.19552369605071,-1.60228005550919,0.109093694017182,0.999936385543553
"ENSRNOG00000000044",48.8970209695849,-0.0207922740559684,0.111493900048907,-0.18648799662446,0.852062091055286,0.999936385543553
"ENSRNOG00000000047",29.490381046082,0.1170713462069,0.124755283501715,0.938407920858038,0.348034816910531,0.999936385543553
"ENSRNOG00000000048",192.283643809925,0.0692188555491271,0.0634986637120059,1.09008365692646,0.275676294739828,0.999936385543553
"ENSRNOG00000000053",108.403921451561,-0.170563364388317,0.0796168088714945,-2.14230345081545,0.0321690713407391,0.999936385543553
"ENSRNOG00000000054",443.262491097766,-0.0336094615301641,0.048540485168749,-0.692400609786288,0.488685782993091,0.999936385543553
"ENSRNOG00000000060",544.544416223904,0.028901388997733,0.0483699708657952,0.597506851470333,0.550169034006715,0.999936385543553
"ENSRNOG00000000062",10.9674987187819,0.142274663979825,0.202820976121897,0.701479041764973,0.483004109553168,0.999936385543553
"ENSRNOG00000000064",1793.59909544278,-0.0243816913536467,0.038049616565549,-0.640786781954657,0.521661221951864,0.999936385543553
"ENSRNOG00000000066",7.5817348151996,0.174785137467214,0.238927087011374,0.731541742100145,0.464448317806676,0.999936385543553
"ENSRNOG00000000068",130.602803470504,0.13081185239289,0.0701198897861201,1.86554560755719,0.0621049656457449,0.999936385543553
"ENSRNOG00000000073",12.4004327345205,-0.111462686668861,0.204523465849832,-0.544987276671229,0.585762268339059,0.999936385543553
"ENSRNOG00000000075",48.1178396169666,0.0227078156994047,0.10744765906912,0.211338393931849,0.832623225409694,0.999936385543553
"ENSRNOG00000000081",1.68041092414808,0.454392280430555,0.516454278904715,0.879830604548809,0.378951082642459,0.999936385543553
"ENSRNOG00000000082",65.3996334054425,-0.134203005895258,0.0961858665562777,-1.39524662718235,0.162941480769757,0.999936385543553
"ENSRNOG00000000091",13.3140933442249,0.0409613791013666,0.191321721738063,0.214096855962056,0.830471527534972,0.999936385543553
"ENSRNOG00000000095",49.0827698068624,0.0279778603289214,0.108397127990055,0.258105180900073,0.796325733240511,0.999936385543553
"ENSRNOG00000000096",9.57398701731601,0.0927534245688598,0.226772526799496,0.409015262465497,0.682528460612586,0.999936385543553
"ENSRNOG00000000098",96.2830059181711,-0.0374575147034562,0.0789061396170505,-0.4747097613094,0.634993859448927,0.999936385543553
"ENSRNOG00000000104",70.84249191098,0.0503599428688453,0.0888990944224407,0.566484317933986,0.571064590504631,0.999936385543553
"ENSRNOG00000000105",483.785922403156,-0.111697484061282,0.117510002828702,-0.950535966066702,0.341839987883683,0.999936385543553
"ENSRNOG00000000108",44.7568068415873,0.137940012163393,0.108778182624241,1.26808527993052,0.204767497648968,0.999936385543553
"ENSRNOG00000000111",39.2983360889662,-0.0267597798143851,0.120908454510376,-0.221322652106917,0.824841213454968,0.999936385543553
"ENSRNOG00000000112",161.094717075388,-0.060509339851678,0.0696188339909432,-0.869151871454063,0.384764067996686,0.999936385543553
"ENSRNOG00000000113",25.2981096142147,-0.0254554788020106,0.139515615867822,-0.182456126102236,0.855224782664368,0.999936385543553
"ENSRNOG00000000121",29.7629618942396,0.0422461222377997,0.128216890063795,0.329489525262857,0.741785709994017,0.999936385543553
"ENSRNOG00000000122",21.5705700466647,0.0410923518106298,0.147002652896699,0.279534763495092,0.779834463426089,0.999936385543553
"ENSRNOG00000000123",11.9831394037211,-0.0949704999677395,0.207277146595975,-0.458181239598285,0.646822236930547,0.999936385543553
"ENSRNOG00000000127",6.37866162283344,0.125049167476854,0.278920397495871,0.448332816816329,0.653913020047658,0.999936385543553
"ENSRNOG00000000129",2.92441141009836,0.293138247052523,0.424004476963078,0.691356490271326,0.489341539734732,0.999936385543553
"ENSRNOG00000000130",121.406867414996,-0.00147000747921829,0.073746412369725,-0.0199332744737257,0.984096601222111,0.999936385543553
"ENSRNOG00000000133",99.9378011967549,0.0541845390591024,0.0805544657557531,0.672644757193149,0.501173320346179,0.999936385543553
"ENSRNOG00000000137",2.46359684600685,-0.816019385962054,0.603780281688739,-1.35151711758406,0.176529840335517,0.999936385543553
"ENSRNOG00000000142",17.7995593912308,0.103990932328603,0.171361825924443,0.606850048239184,0.543950430615125,0.999936385543553
"ENSRNOG00000000145",6.80627404053951,-0.478851303918457,0.347504114285406,-1.37797304904763,0.168211609320762,0.999936385543553
"ENSRNOG00000000150",42.138203843456,-0.117700857334552,0.11344291081265,-1.03753382641013,0.299487139578054,0.999936385543553
"ENSRNOG00000000155",6.27518837273772,-0.226281594027832,0.290226744904304,-0.779671749763942,0.435584111295566,0.999936385543553
"ENSRNOG00000000157",140.916749807817,0.09748999101107,0.0658168524852511,1.48123143738781,0.13854491159611,0.999936385543553
"ENSRNOG00000000158",166.109272304189,-0.0204207021498407,0.0721434201382596,-0.28305702877276,0.77713312109764,0.999936385543553
"ENSRNOG00000000161",15.6037610125045,-0.00669646944150654,0.183945988229699,-0.0364045419307784,0.970959792644625,0.999936385543553
"ENSRNOG00000000164",93.9951522396592,0.107199334981489,0.0844750218946379,1.26900630005392,0.204438817086693,0.999936385543553
